179,ARMSTRONG เทปผ้า 1นิ้ว x 8หลา แกน 3 นิ้ว สีดำ,14,19,g1100771,NULL,NULL,NULL,g1100771 .jpg
180,ARMSTRONG เทปผ้า 1นิ้ว x 8หลา แกน 3 นิ้ว สีขาว,14,19,g1100781,NULL,NULL,NULL,g1100781 .jpg
181,ARMSTRONG เทปผ้า 1.5นิ้ว x 8หลา แกน 3 นิ้ว สีชมพู,14,29,g1100791,NULL,NULL,NULL,g1100791 .jpg
182,ARMSTRONG เทปผ้า 1นิ้ว x 8หลา แกน 3 นิ้ว สีน้ำตาล,14,19,g1100801,NULL,NULL,NULL,g1100801 .jpg
183,ARMSTRONG เทปผ้า 1นิ้ว x 8หลา แกน 3 นิ้ว สีเงิน,14,19,g1100811,NULL,NULL,NULL,g1100811 .jpg
184,ARMSTRONG เทปผ้า 1นิ้ว x 8หลา แกน 3 นิ้ว สีเขียวอ่อน,14,19,g1100821,NULL,NULL,NULL,g1100821 .jpg
185,ARMSTRONG เทปผ้า 1.5นิ้ว x 8หลา แกน 3 นิ้ว สีขาว,14,29,g1100831,NULL,NULL,NULL,g1100831 .jpg
186,ARMSTRONG เทปผ้า 1นิ้ว x 8หลา แกน 3 นิ้ว สีชมพู,14,19,g1100841,NULL,NULL,NULL,g1100841 .jpg
187,SCOTCH เทปปิดกล่อง OPP ขนาด 2 นิ้ว X 43.74 หลา แกน 3 นิ้ว 1 10 ฟรี 2 สีใส,1,399,g1100851,NULL,NULL,NULL,g1100851 .jpg
188,SCOTCH เทปใส 500 3/4นิ้ว x 36หลา แกน 1 นิ้ว 1 6 ม้วน,1,152,g1100861,NULL,NULL,NULL,g1100861 .jpg
189,SCOTCH เทปใส 500 1/2นิ้ว x 36หลา แกน 1 นิ้ว 1 9 ม้วน,1,148,g1100871,NULL,NULL,NULL,g1100871 .jpg
190,SCOTCH เทปใส 600 3/4นิ้ว x 36หลา แกน 1 นิ้ว เทป 3 ม้วนและแท่นตัดเทป,21,205,g1100881,NULL,NULL,NULL,g1100881 .jpg
191,ตราม้า เครื่องเย็บกระดาษ HD-10 คละสี,22,50,g1100891,NULL,NULL,NULL,g1100891 .jpg
192,MAX เครื่องเย็บกระดาษ HD-50 สีน้ำเงิน,22,455,g1100901,NULL,NULL,NULL,g1100901 .jpg
193,ตราม้า เครื่องเย็บกระดาษ HD-10EE คละสี,22,60,g1100911,NULL,NULL,NULL,g1100911 .jpg
194,POWERSTONE เครื่องเย็บกระดาษสำหรับงานหนัก PS-613A 100 แผ่น,22,825,g1100921,NULL,NULL,NULL,g1100921 .jpg
195,POWERSTONE เครื่องเย็บกระดาษสำหรับงานหนัก PS-624A 210 แผ่น,22,1190,g1100931,NULL,NULL,NULL,g1100931 .jpg
196,EAGLE ที่ถอนลวดเย็บกระดาษชนิดคีม 1039A โลหะ,22,65,g1100941,NULL,NULL,NULL,g1100941 .jpg
197,SDI ที่ถอนลวดเย็บกระดาษ 1163 คละสี,22,30,g1100951,NULL,NULL,NULL,g1100951 .jpg
198,MAX ลวดเย็บกระดาษ 10-1M 1000 ลวด/กล่อง,4,10.17,g1100961,NULL,NULL,NULL,g1100961 .jpg
199,MAX ลวดเย็บกระดาษ 1213FA-H (23/13) 1000 ลวด/กล่อง,4,185,g1100971,NULL,NULL,NULL,g1100971 .jpg
200,MAX ลวดเย็บกระดาษ 10-5M 5000 ลวด/กล่อง,4,53,g1100981,NULL,NULL,NULL,g1100981 .jpg
201,MAX ลวดเย็บกระดาษ 1210FA-H (23/10) 1000 ลวด/กล่อง,4,175,g1100991,NULL,NULL,NULL,g1100991 .jpg
202,MAX ลวดเย็บกระดาษ 1215FA-H (23/15) 1000 ลวด/กล่อง,4,205,g1101001,NULL,NULL,NULL,g1101001 .jpg
203,MAX ลวดเย็บกระดาษ 1217FA-H (23/17) 1000 ลวด/กล่อง,4,218,g1101011,NULL,NULL,NULL,g1101011 .jpg
204,UHU กาวแท่งติดแน่นและแห้งเร็ว 8.2 กรัม 1 4+2,17,140,g1101021,NULL,NULL,NULL,g1101021 .jpg
205,ตราม้า กาวน้ำใสแบบใบพาย H-150 150 ซีซี,8,17,g1101031,NULL,NULL,NULL,g1101031 .jpg
206,BENNON 80 กาวน้ำเจลใสหัวฟองน้ำ ขวด 50 มล.,17,16,g1101041,NULL,NULL,NULL,g1101041 .jpg
207,LOUIS เทปโฟมกาวสองหน้า 24มม. x 1ม. โฟมหนา 1.6 มม.,14,14,g1101051,NULL,NULL,NULL,g1101051 .jpg
208,LOUIS เทปโฟมกาวสองหน้า 21มม. x 3ม. โฟมหนา 1.6 มม.,14,60,g1101061,NULL,NULL,NULL,g1101061 .jpg
209,LOUIS เทปโฟมกาวสองหน้า 21มม. x 5ม. โฟมหนา 1.6 มม.,14,93,g1101071,NULL,NULL,NULL,g1101071 .jpg
210,555 ซองเอกสารกระดาษคราฟท์น้ำตาล BA 110แกรม ขนาด 9'X12 3/4' (C4) 1 50ซอง,1,126,g1101081,NULL,NULL,NULL,g1101081 .jpg
211,ซองเอกสารกระดาษคราฟท์น้ำตาล BA 110แกรม 10' X 13' 1 50ซอง,1,98,g1101091,NULL,NULL,NULL,g1101091 .jpg
212,555 ซองเอกสารกระดาษคราฟท์น้ำตาล BA 110แกรม ขนาด 10' X 13' 1 50ซอง,1,146,g1101101,NULL,NULL,NULL,g1101101 .jpg
213,555 ซองเอกสารกระดาษคราฟท์น้ำตาล KA 125แกรม 9'X12 3/4' (C4) 1 50ซอง,1,176,g1101111,NULL,NULL,NULL,g1101111 .jpg
214,ซองเอกสารกระดาษคราฟท์น้ำตาล KA 125แกรม 10' X 13' 1 50ซอง,1,140,g1101121,NULL,NULL,NULL,g1101121 .jpg
215,555 ซองขาวฝาขนานพื้นลายซิลิคอน เบอร์ 9/125 1 50ซอง,1,115,g1101131,NULL,NULL,NULL,g1101131 .jpg
216,555 ซองขาวฝาแหลม เบอร์ 9/125 1 50ซอง,1,65,g1101141,NULL,NULL,NULL,g1101141 .jpg
217,DOUBLE A กระดาษถ่ายเอกสาร A3 80 แกรม สีขาว 1 รีม 500 แผ่น,16,257,g1101151,NULL,NULL,NULL,g1101151 .jpg
218,ORCA ซองเอกสาร A4 40 ไมครอน 11 รู 1 20 ซอง ใส,1,29,g1101161,NULL,NULL,NULL,g1101161 .jpg
219,ORCA ซองเอกสาร A4 50 ไมครอน 11 รู 1 20 ซอง ใส,1,45,g1101171,NULL,NULL,NULL,g1101171 .jpg
220,ตราช้าง แฟ้มซองพลาสติก 405 A4 1 12 ซอง ใส,1,65,g1101181,NULL,NULL,NULL,g1101181 .jpg
221,ตราม้า แฟ้มคลิปบอร์ด H-99 A4 สีน้ำเงิน,1,60,g1101191,NULL,NULL,NULL,g1101191 .jpg
222,ตราช้าง แฟ้มก้านยก 120 A4 สัน 3 นิ้ว สีดำ,1,90,g1101201,NULL,NULL,NULL,g1101201 .jpg
223,ตราช้าง แฟ้มก้านยก 125 A4 สัน 2 นิ้ว สีดำ,1,90,g1101211,NULL,NULL,NULL,g1101211 .jpg
224,ตราช้าง แฟ้มก้านยก 2100 F สัน 3 นิ้ว สีน้ำเงิน,1,99,g1101221,NULL,NULL,NULL,g1101221 .jpg
225,ตราม้า แฟ้มก้านยก H-1002 F สัน 3 นิ้ว สีน้ำเงิน,1,88,g1101231,NULL,NULL,NULL,g1101231 .jpg
226,ตราช้าง อินเด็กซ์พลาสติก 320 A4 10 หยัก 5 สี,1,45,g1101241,NULL,NULL,NULL,g1101241 .jpg
227,ตราม้า ตาไก่พลาสติก 1 500 ดวง สีขาว,4,23,g1101251,NULL,NULL,NULL,g1101251 .jpg
228,เชือกขาวแดง ยาว 180 เมตร,14,75,g1101261,NULL,NULL,NULL,g1101261 .jpg
229,ORCA พลาสติกเคลือบบัตร 216 X 303 มม. A4 125 ไมครอน 100 แผ่น,16,442,g1101271,NULL,NULL,NULL,g1101271 .jpg
230,ORCA พลาสติกเคลือบบัตร 303 X 426 มม. A3 125 ไมครอน 100 แผ่น,16,1080,g1101281,NULL,NULL,NULL,g1101281 .jpg
231,ORCA พลาสติกเคลือบบัตร 65 X 95 มม. 125ไมครอน 100 แผ่น,16,75,g1101291,NULL,NULL,NULL,g1101291 .jpg
232,ORCA พลาสติกเคลือบบัตร 70 X 100 มม. 125 ไมครอน 100 แผ่น,16,95,g1101301,NULL,NULL,NULL,g1101301 .jpg
233,ตราช้าง เครื่องเจาะกระดาษ DP-540 คละสี,22,230,g1101311,NULL,NULL,NULL,g1101311 .jpg
234,AROMA เครื่องเจาะกระดาษสำหรับงานหนัก DP800,22,1600,g1101321,NULL,NULL,NULL,g1101321 .jpg
235,ORCA ตะกร้าลวดเคลือบมีฝาปิด 78 สีขาว,10,135,g1101331,NULL,NULL,NULL,g1101331 .jpg
236,ORCA ตะแกรงเหล็กใส่เอกสาร H-0931 3ชั้น สีเงิน,10,550,g1101341,NULL,NULL,NULL,g1101341 .jpg
237,ORCA ตู้เก็บเอกสาร TCB-5 5ชั้น โครงขาว ลิ้นชักฟ้า,10,730,g1101351,NULL,NULL,NULL,g1101351 .jpg
238,ORCA ตู้เก็บเอกสาร TCB-7 7ชั้น โครงขาว ลิ้นชักฟ้า,10,1190,g1101361,NULL,NULL,NULL,g1101361 .jpg
239,เสื้อกาวน์หมอ Size SS,22,NULL,g2060011,120023,A-C-0044-QP,NULL,g2060011 .jpg
240,เสื้อกาวน์หมอ Size S,22,NULL,g2060021,120024,A-C-0045-QP,NULL,g2060021 .jpg
241,เสื้อกาวน์หมอ Size M,22,NULL,g2060031,120025,A-C-0046-QP,NULL,g2060031 .jpg
242,เสื้อกาวน์หมอ Size L,22,NULL,g2060041,120026,A-C-0047-QP,NULL,g2060041 .jpg
243,เสื้อกาวน์หมอ Size XL,22,NULL,g2060051,120027,A-C-0048-QP,NULL,g2060051 .jpg
244,เสื้อกาวน์ผู้ช่วย Size S,22,NULL,g2060061,120028,A-C-0049-QP,NULL,g2060061 .jpg
245,เสื้อกาวน์ผู้ช่วย Size M,22,NULL,g2060071,120029,A-C-0050-QP,NULL,g2060071 .jpg
246,เสื้อกาวน์ผู้ช่วย Size L,22,NULL,g2060081,120030,A-C-0051-QP,NULL,g2060081 .jpg
247,เสื้อกาวน์ผู้ช่วย Size XL,22,NULL,g2060091,120031,A-C-0052-QP,NULL,g2060091 .jpg
248,เสื้อกาวน์ผู้ช่วย Size 2XL,22,NULL,g2060101,120032,A-C-0053-QP,NULL,g2060101 .jpg
249,ผ้าสีน้ำเงินห่อชุดตรวจ ขนาดเล็ก 18*19 นิ้ว,23,560,g2060111,120034,A-A-0082- DL,NULL,g2060111 .jpg
250,ผ้าสีน้ำเงินเจาะกลาง คลุมหน้า ใหญ่ 25*30,23,600,g2060121,130002,A-A-0019-##,NULL,g2060121 .jpg
251,ผ้าสีน้ำเงินห่อชุดตรวจ เล็ก 19*18,23,600,g2060131,130003,A-A-0020-##,NULL,g2060131 .jpg
252,ผ้าสีน้ำเงินห่อชุดตรวจ ใหญ่ 25*30,23,600,g2060141,130004,A-A-0022-##,NULL,g2060141 .jpg
253,คีม 150,NULL,NULL,g2070011,NULL,NULL,NULL,g2070011 .jpg
254,คีม 151,NULL,NULL,g2070021,NULL,NULL,NULL,g2070021 .jpg
255,คีม 150S,NULL,NULL,g2070031,NULL,NULL,NULL,g2070031 .jpg
256,คีม 151S,NULL,NULL,g2070041,NULL,NULL,NULL,g2070041 .jpg
257,Mouse Logitech,13,NULL,g2080011,940022,NULL,NULL,g2080011 .jpg
258,Mouse ไร้สาย Logitech,13,NULL,g2080021,940023,NULL,NULL,g2080021 .jpg
259,Mouse ไร้สาย Xiaomi,13,NULL,g2080031,940024,NULL,NULL,g2080031 .jpg
260,Keybroad Logitech,13,NULL,g2080041,940025,NULL,NULL,g2080041 .jpg
261,Keybroad ไร้สาย Microsoft,13,NULL,g2080051,940026,NULL,NULL,g2080051 .jpg
262,Keybroad ไร้สาย Logitech,13,NULL,g2080061,940027,NULL,NULL,g2080061 .jpg
263,USB Bluetooth TP-LINK UB400 BLUETOOTH,13,NULL,g2080071,940033,NULL,NULL,g2080071 .jpg
264,Cat6 UTP Patch cord 1 M สีขาว ,15,72,g2080081,NULL,NULL,NULL,g2080081 .jpg
265,Cat6 UTP Patch cord 1 M สีเหลือง,15,72,g2080091,NULL,NULL,NULL,g2080091 .jpg
266,Cat6 UTP Patch cord 1 M สีน้ำเงิน,15,72,g2080101,NULL,NULL,NULL,g2080101 .jpg
267,Cat6 UTP Patch cord 1 M สีแดง,15,72,g2080111,NULL,NULL,NULL,g2080111 .jpg
268,Cat6 UTP Patch cord 1 M สีเขียว,15,72,g2080121,NULL,NULL,NULL,g2080121 .jpg
269,POE Splitter ตัวแปลง POE,22,160,g2080131,NULL,NULL,NULL,g2080131 .jpg
270,Harddisk 4tb wd purple,24,3500,g2080141,NULL,NULL,NULL,g2080141 .jpg
271,"LOGITECH WIRELESS (Mouse,Keybroad) MK270R",4,799,g2080151,NULL,NULL,NULL,g2080151 .jpg
272,ชุดไฟไลฟ์สด ไฟ 26cm+ขาตั้ง 2.1m,21,266,g2080191,NULL,NULL,NULL,g2080191 .jpg
273,Vention Usb 2.0 เครื่องพิมพ์สายเคเบิ้ล ยาว5 เมตร (USB2.0 Upgrade),15,219,g2080201,NULL,NULL,NULL,g2080201 .jpg
274,install  tool  Cable Sleeves สีขาว,19,19,g2080211,NULL,NULL,NULL,g2080211 .jpg
275,กรอบป้ายแพทย์,10,1000,g2090161,NULL,NULL,NULL,g2090161 .jpg
276,ป้าย information,10,3000,g2090171,NULL,NULL,NULL,g2090171 .jpg
277,ป้าย เลขห้องหน้าสาขา,10,500,g2090181,NULL,NULL,NULL,g2090181 .jpg
278,Computer PC Intel(R) Pentium / Ram 4 Gb / SSD,13,NULL,g3080011,910001,NULL,NULL,g3080011 .jpg
279,Computer PC Intel(R) Pentium / Ram 4 Gb / SSD,13,NULL,g3080021,910001,NULL,NULL,g3080021 .jpg
280,Computer PC Intel(R) Pentium / Ram 8 Gb / SSD,13,NULL,g3080031,910002,NULL,NULL,g3080031 .jpg
281,Computer PC Intel(R) Pentium / Ram 8 Gb / HDD,13,NULL,g3080041,910003,NULL,NULL,g3080041 .jpg
282,Computer PC Intel(R) Pentium / Ram 4 Gb / HDD,13,NULL,g3080051,910004,NULL,NULL,g3080051 .jpg
283,Computer PC Intel(R) Core(TM) i3 / Ram 4 / SSD,13,NULL,g3080061,910005,NULL,NULL,g3080061 .jpg
284,Computer PC Intel(R) Core(TM) i3 / Ram 8 / SSD,13,NULL,g3080071,910006,NULL,NULL,g3080071 .jpg
285,Computer PC Intel(R) Core(TM) i3 / Ram 10 / HDD,13,NULL,g3080081,910007,NULL,NULL,g3080081 .jpg
286,Computer PC Intel(R) Core(TM) i5 / Ram 8 / SSD,13,NULL,g3080091,910008,NULL,NULL,g3080091 .jpg
287,Computer PC Intel(R) Core(TM) i5 / Ram 8 / HDD,13,NULL,g3080101,910009,NULL,NULL,g3080101 .jpg
288,Computer PC Intel(R) Core(TM) i5 / Ram 16 / SSD,13,NULL,g3080111,910010,NULL,NULL,g3080111 .jpg
289,Computer PC Intel(R) Core(TM) i7 / Ram 8 / HDD,13,NULL,g3080121,910011,NULL,NULL,g3080121 .jpg
290,Computer PC Intel(R) Core(TM) i7 / Ram 32 / SSD,13,NULL,g3080131,910012,NULL,NULL,g3080131 .jpg
291,Computer PC AMD Ryzen 5 / Ram 4 / SSD,13,NULL,g3080141,910013,NULL,NULL,g3080141 .jpg
292,Computer PC AMD Ryzen 5 / Ram 8 / M.2,13,NULL,g3080151,910014,NULL,NULL,g3080151 .jpg
293,Computer PC AMD Ryzen 5 / Ram 8 / SSD,13,NULL,g3080161,910015,NULL,NULL,g3080161 .jpg
294,Computer PC AMD Ryzen 7 / Ram 16 / M.2,13,NULL,g3080171,910016,NULL,NULL,g3080171 .jpg
295,Computer AIO Intel(R) Pentium / Ram 4 Gb / HDD,13,NULL,g3080181,910017,NULL,NULL,g3080181 .jpg
296,Computer AIO Intel(R) Pentium / Ram 4 Gb / SSD,13,NULL,g3080191,910018,NULL,NULL,g3080191 .jpg
297,Computer AIO Intel(R) Pentium / Ram 8 Gb / HDD,13,NULL,g3080201,910019,NULL,NULL,g3080201 .jpg
298,Computer AIO Intel(R) Core(TM) i3 / Ram 4 / HDD,13,NULL,g3080211,910020,NULL,NULL,g3080211 .jpg
299,Computer AIO Intel(R) Core(TM) i3 / Ram 4 / SSD,13,NULL,g3080221,910021,NULL,NULL,g3080221 .jpg
300,Computer AIO AMD A4 / Ram 4 / HDD,13,NULL,g3080231,910022,NULL,NULL,g3080231 .jpg
301,Notebook Lenovo | Intel(R) Pentium® /Ram 4 / SSD,13,NULL,g3080241,920001,NULL,NULL,g3080241 .jpg
302,Notebook Lenovo | Intel(R) Pentium® /Ram 4 / SSD,13,NULL,g3080251,920002,NULL,NULL,g3080251 .jpg
303,Notebook Lenovo | Intel(R) Pentium® /Ram 4 / M.2,13,NULL,g3080261,920003,NULL,NULL,g3080261 .jpg
304,Notebook Lenovo | Intel(R) Pentium® /Ram 4 / M.2,13,NULL,g3080271,920004,NULL,NULL,g3080271 .jpg
305,Notebook Lenovo | Intel(R) Pentium® /Ram 4 / SSD,13,NULL,g3080281,920005,NULL,NULL,g3080281 .jpg
306,Notebook Lenovo | Intel(R) Core(TM) i3 / Ram 4 / SSD,13,NULL,g3080291,920006,NULL,NULL,g3080291 .jpg
307,Notebook Lenovo | Intel(R) Core(TM) i5 / Ram 8 / SSD,13,NULL,g3080301,920007,NULL,NULL,g3080301 .jpg
308,Notebook Lenovo | Intel(R) Core(TM) i5 / Ram 8 / M.2,13,NULL,g3080311,920008,NULL,NULL,g3080311 .jpg
309,Notebook Lenovo | Intel(R) Core(TM) i7 / Ram 8 / HDD,13,NULL,g3080321,920009,NULL,NULL,g3080321 .jpg
310,Notebook HP | Intel(R) Core(TM) i5 / Ram 8 / SSD,13,NULL,g3080331,920010,NULL,NULL,g3080331 .jpg
311,Notebook HP | Intel(R) Core(TM) i5 / Ram 8 / SSD,13,NULL,g3080341,920011,NULL,NULL,g3080341 .jpg
312,Notebook DELL | Intel(R) Core(TM) i5 / Ram 4 / HDD,13,NULL,g3080351,920012,NULL,NULL,g3080351 .jpg
313,Notebook DELL | Intel(R) Core(TM) i7 / Ram 8 / SSD,13,NULL,g3080361,920013,NULL,NULL,g3080361 .jpg
314,Notebook ACER | Intel(R) Core(TM) i5 / Ram 8 / SSD,13,NULL,g3080371,920014,NULL,NULL,g3080371 .jpg
315,Notebook Lenovo | AMD A9 / Ram 16 / HDD,13,NULL,g3080381,920015,NULL,NULL,g3080381 .jpg
316,Notebook Lenovo | AMD A9 / Ram 4 / HDD,13,NULL,g3080391,920016,NULL,NULL,g3080391 .jpg
317,Notebook Lenovo | AMD Ryzen 3 / Ram 4 / M.2,13,NULL,g3080401,920017,NULL,NULL,g3080401 .jpg
318,Notebook Lenovo | AMD Ryzen 3 / Ram 4 / SSD,13,NULL,g3080411,920018,NULL,NULL,g3080411 .jpg
319,Notebook ASUS | AMD Ryzen 3 / Ram 8 / SSD,13,NULL,g3080421,920019,NULL,NULL,g3080421 .jpg
320,Notebook DELL | AMD Ryzen 5 / Ram 8 / M.2,13,NULL,g3080431,920020,NULL,NULL,g3080431 .jpg
321,Notebook ACER | AMD Ryzen 5 / Ram 8 / M.2,13,NULL,g3080441,920021,NULL,NULL,g3080441 .jpg
322,เครื่องพิมพ์ Brother MFC-L2700D,13,NULL,g3080451,930001,NULL,NULL,g3080451 .jpg
323,เครื่องพิมพ์ Brother 310,13,NULL,g3080461,930002,NULL,NULL,g3080461 .jpg
324,เครื่องพิมพ์ Epson L120,13,NULL,g3080471,930003,NULL,NULL,g3080471 .jpg
325,เครื่องพิมพ์ BROTHER DCP-1610,13,NULL,g3080481,930004,NULL,NULL,g3080481 .jpg
326,เครื่องพิมพ์ Brother MFC-L2700D,13,NULL,g3080491,930005,NULL,NULL,g3080491 .jpg
327,เครื่องพิมพ์ Epson L3110,13,NULL,g3080501,930006,NULL,NULL,g3080501 .jpg
328,เครื่องพิมพ์ Brother HJ-1110,13,NULL,g3080511,930007,NULL,NULL,g3080511 .jpg
329,เครื่องพิมพ์ Panasonic,13,NULL,g3080521,930008,NULL,NULL,g3080521 .jpg
330,เครื่องพิมพ์ Brother L3735,13,NULL,g3080531,930009,NULL,NULL,g3080531 .jpg
331,เครื่องพิมพ์ Brother 510,13,NULL,g3080541,930010,NULL,NULL,g3080541 .jpg
332,เครื่องพิมพ์ Samsung SL-M3870FW,13,NULL,g3080551,930011,NULL,NULL,g3080551 .jpg
333,เครื่องพิมพ์ Brother MFC-T810W,13,NULL,g3080561,930012,NULL,NULL,g3080561 .jpg
334,เครื่องพิมพ์ Brother-9140CDN,13,NULL,g3080571,930013,NULL,NULL,g3080571 .jpg
335,เครื่องพิมพ์ Canon pixma g3010,13,NULL,g3080581,930014,NULL,NULL,g3080581 .jpg
336,เครื่องพิมพ์ Canon pixma g2010,13,NULL,g3080591,930015,NULL,NULL,g3080591 .jpg
337,Finger scan HIP,13,NULL,g3080601,940001,NULL,NULL,g3080601 .jpg
338,Router Xiaomi AX1800,13,NULL,g3080611,940002,NULL,NULL,g3080611 .jpg
339,Router Xiaomi AX3600,13,NULL,g3080621,940003,NULL,NULL,g3080621 .jpg
340,Router Xiaomi AX2100,13,NULL,g3080631,940004,NULL,NULL,g3080631 .jpg
341,Switch Hub TP-LINK 24 Port Gigabit,13,NULL,g3080641,940005,NULL,NULL,g3080641 .jpg
342,Switch Hub TP-LINK 16 Port Gigabit,13,NULL,g3080651,940006,NULL,NULL,g3080651 .jpg
343,Switch Hub TP-LINK 8 Port Gigabit,13,NULL,g3080661,940007,NULL,NULL,g3080661 .jpg
344,Switch Hub TP-LINK 4 Port Gigabit,13,NULL,g3080671,940008,NULL,NULL,g3080671 .jpg
345,จอ monitor ACER,13,NULL,g3080681,940010,NULL,NULL,g3080681 .jpg
346,จอ monitor AOC,13,NULL,g3080691,940011,NULL,NULL,g3080691 .jpg
347,จอ monitor DELL,13,NULL,g3080701,940012,NULL,NULL,g3080701 .jpg
348,จอ monitor HP,13,NULL,g3080711,940013,NULL,NULL,g3080711 .jpg
349,จอ monitor Philips,13,NULL,g3080721,940014,NULL,NULL,g3080721 .jpg
350,จอ monitor LG,13,NULL,g3080731,940015,NULL,NULL,g3080731 .jpg
351,จอ monitor Samsung,13,NULL,g3080741,940016,NULL,NULL,g3080741 .jpg
352,จอ monitor ASUS,13,NULL,g3080751,940017,NULL,NULL,g3080751 .jpg
353,จอ monitor Xiaomi,13,NULL,g3080761,940018,NULL,NULL,g3080761 .jpg
354,TV ,13,NULL,g3080771,940019,NULL,NULL,g3080771 .jpg
355,Robot Camera Hivistion,13,NULL,g3080781,940020,NULL,NULL,g3080781 .jpg
356,NVR Hivistion,13,NULL,g3080791,940021,NULL,NULL,g3080791 .jpg
357,Apple I pad IPAD GEN8 32Gb,13,NULL,g3080801,940028,NULL,NULL,g3080801 .jpg
358,Huawei Tablet HUAWEI MatePad,13,NULL,g3080811,940029,NULL,NULL,g3080811 .jpg
359,Samsung Tablet Galaxy Tab S6 Lite,13,NULL,g3080821,940030,NULL,NULL,g3080821 .jpg
360,เครื่องพิมพ์ thermal Xเครื่องพิมพ์ X80,13,NULL,g3080831,940031,NULL,NULL,g3080831 .jpg
361,Speakers Bluetooth JBL Charge Essential Portable waterproof speaker,13,NULL,g3080841,940032,NULL,NULL,g3080841 .jpg
362,UPS ,13,NULL,g3080851,940034,NULL,NULL,g3080851 .jpg
363,Switch Gigabit 16 Port,13,2290,g3080861,NULL,NULL,NULL,g3080861 .jpg
364,Router Xiaomi AX3600,13,2799,g3080871,NULL,NULL,NULL,g3080871 .jpg
365,Router Xiaomi AC2100,13,889,g3080881,NULL,NULL,NULL,g3080881 .jpg
366,Printer thermal รุ่น XP-N160II,13,1788,g3080891,NULL,NULL,NULL,g3080891 .jpg
367,Apple IPAD Gen8 32 Gb สีเทา,13,10900,g3080901,NULL,NULL,NULL,g3080901 .jpg
368,ชุด Mini PC Intel Nuc Core i3-1115G4 (ประกอบ),13,12490,g3080911,NULL,NULL,NULL,g3080911 .jpg
369,PC Intel Corei5-10400 8 Gb M.2 128Gb (ประกอบ),13,12470,g3080921,NULL,NULL,NULL,g3080921 .jpg
370,"Monitor LED 19.5""",13,3150,g3080931,NULL,NULL,NULL,g3080931 .jpg
371,NVR5216-4KS2 16 Ch.,13,9500,g3080941,NULL,NULL,NULL,g3080941 .jpg
372,IMOU-IPC-A42P,22,990,g3080951,NULL,NULL,NULL,g3080951 .jpg
373,Switch POE-PSE3117-16ET-135,13,4900,g3080961,NULL,NULL,NULL,g3080961 .jpg
374,UPS zircon 1000VA/550W,13,1360,g3080971,NULL,NULL,NULL,g3080971 .jpg
375,เครื่องปริ้น BROTHER HL-L2370DN,13,6100,g3080981,NULL,NULL,NULL,g3080981 .jpg
376,Logo PLUS หลังเคาน์เตอร์,10,5000,g3090011,NULL,NULL,NULL,g3090011 .jpg
377,ป้ายไฟหน้าสาขา,10,20000,g3090021,NULL,NULL,NULL,g3090021 .jpg
378,เข็มฉีดยา 27G*21mm.,4,263,m1010011,220002,D-B-0002-SC,NULL,m1010011 .jpg
379,เข็มฉีดยา 27G*30mm.,4,263,m1010021,220003,D-B-0003-SC,NULL,m1010021 .jpg
380,เข็มฉีดยา 30G*21mm.,4,263,m1010031,220004,D-B-0004-SC,NULL,m1010031 .jpg
381,เข็มน้ำเกลือ 0.55x22,4,65,m1010041,220005,D-B-0009-SC,NULL,m1010041 .jpg
382,เข็มน้ำเกลือ 1.2 x 40,4,65,m1010051,220006,D-B-0010-SC,NULL,m1010051 .jpg
383,เข็มน้ำเกลือ No.18 1.5 ล้างแผล,4,65,m1010061,220007,D-B-0011-SC,NULL,m1010061 .jpg
384,เข็มน้ำเกลือ No.24 1.5 ล้างคลองราก,4,65,m1010071,220008,D-C-0001-SC,NULL,m1010071 .jpg
385,ไซริงค์น้ำเกลือ 10 ml.,4,268,m1010081,220009,D-B-0018-SC,NULL,m1010081 .jpg
386,ไซริงค์น้ำเกลือ 20 ml.,4,246,m1010091,220010,D-B-0019-SC,NULL,m1010091 .jpg
387,OpalDam 1.2 ml น้ำยาบล๊อคเหงือก,20,1200,m1010101,220011,D-A-0103-ND,NULL,m1010101 .jpg
388,OPALESCENT Boost PF 40%,20,1800,m1010111,220012,D-A-0109-ND,NULL,m1010111 .jpg
389,OPALESCENT 15% PF Melon refill,20,275,m1010121,220013,D-A-0105-ND,NULL,m1010121 .jpg
390,น้ำยาฟอกสีฟัน ZOOM,20,4990,m1010131,220014,D-A-0040-AC,NULL,m1010131 .jpg
391,น้ำยาล้างฟิล์ม Developer 500 ML เล็ก,8,400,m1010141,220015,D-A-0043-SD,NULL,m1010141 .jpg
392,น้ำยาล้างฟิล์ม Fixer 500 ML เล็ก,8,400,m1010151,220016,D-A-0045-SD,NULL,m1010151 .jpg
393,สำลี,14,123,m1010161,220017,A-A-0025-SC,NULL,m1010161 .jpg
394,DURA Cap Blue หมวกคลุมผม,1,96,m1010171,220018,A-A-0033-SC,NULL,m1010171 .jpg
395,แอลกอฮอล์,8,31,m1010181,220019,A-A-0028-SC,NULL,m1010181 .jpg
396,Caviwipes แผ่น,25,268,m1010191,220020,A-A-0032-KR,NULL,m1010191 .jpg
397,PROSEPT WIPES LEMON BOX INC.REFILL W/250 แผ่นเช็ดฆ่าเชื้อ,25,320,m1010192,220086,A-A-0049-EM,NULL,m1010192 .jpg
398,Caviwipes น้ำ,5,1498,m1010193,220098,A-A-0078-KR,NULL,m1010193 .jpg
